bssid,ssid,signal_strength,channel,frequency,encryption,vendor,timestamp,is_rogue
66:32:c1:fd:f6:37,Staff_721,-52.4,149,5745,WPA3,TP-Link,2025-12-07 16:07:47,0
69:58:03:55:7d:b7,Work_921,-48.9,44,5220,WPA3,Buffalo,2025-12-07 16:07:47,0
28:2f:37:bd:68:58,Router_378,-54.9,153,5765,WPA3,Amazon,2025-12-07 16:07:47,0
df:b0:2c:61:e2:9b,MainOffice_514,-59.4,1,2412,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
e9:16:91:aa:09:d0,MainOffice_466,-45.2,153,5765,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
c0:2d:ed:c3:8c:e3,WLAN_501,-48.0,165,5825,WPA3,Microsoft,2025-12-07 16:07:47,0
76:e1:e9:eb:b6:cb,Company_406,-57.5,1,2412,WPA2,Ruckus,2025-12-07 16:07:47,0
11:c8:a6:2d:17:01,Secure_Network_87,-22.7,48,5240,WPA3,Cisco,2025-12-07 16:07:47,0
1d:ea:16:0d:6a:fc,Free_WiFi,-36.9,12,2467,Open,Suspicious,2025-12-07 16:07:47,1
ed:0b:49:c0:80:08,Admin_319,-41.8,44,5220,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
3e:07:c6:29:8e:92,LAN_264,-45.7,36,5180,WPA2,Microsoft,2025-12-07 16:07:47,0
7b:27:28:bb:ff:cf,LAN_252,-49.0,36,5180,WPA2,Qualcomm,2025-12-07 16:07:47,0
ee:0a:66:bc:80:ec,Public_WiFi,-36.9,14,2477,,Free,2025-12-07 16:07:47,1
f6:3e:b7:aa:9b:cd,Corporate_554,-53.9,1,2412,WPA,Qualcomm,2025-12-07 16:07:47,0
75:a9:75:9c:06:12,Corporate_624,-48.5,44,5220,WPA3,Motorola,2025-12-07 16:07:47,0
f4:19:1a:db:78:52,Open_WiFi,-27.8,10,2457,WEP,Unidentified,2025-12-07 16:07:47,1
c0:54:c7:5f:3b:9d,Family_68,-61.7,40,5200,WPA2,Ubiquiti,2025-12-07 16:07:47,0
57:78:0e:6e:8a:43,Work_965,-58.0,36,5180,WPA2/WPA3,Xiaomi,2025-12-07 16:07:47,0
3f:99:9e:d1:a7:ce,Network_972,-65.9,157,5785,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
dd:4d:41:fc:e6:ef,Company_252,-42.7,161,5805,WPA3,Cisco,2025-12-07 16:07:47,0
23:df:52:fa:dc:6b,WLAN_564,-23.4,11,2462,WPA,Motorola,2025-12-07 16:07:47,0
f7:21:d5:5e:30:ff,Router_148,-62.1,1,2412,WPA,Meraki,2025-12-07 16:07:47,0
ba:7d:01:e5:d1:d1,Family_547,-43.3,1,2412,WPA2,Xiaomi,2025-12-07 16:07:47,0
e9:2d:7b:a8:b2:cb,MainOffice_981,-26.1,153,5765,WPA3,Microsoft,2025-12-07 16:07:47,0
39:08:60:0d:6b:f6,Family_90,-63.0,11,2462,WPA2,Belkin,2025-12-07 16:07:47,0
f3:79:8a:e6:2e:89,Public_Connection,-32.6,7,2442,Open,Test,2025-12-07 16:07:47,1
99:70:2b:9f:3c:86,Public_Net,-29.9,5,2432,,Test,2025-12-07 16:07:47,1
17:ed:88:ad:fc:41,Company_721,-57.3,11,2462,WPA3,TP-Link,2025-12-07 16:07:47,0
24:3f:92:37:95:73,Office_WiFi_908,-36.9,6,2437,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
8e:57:53:bd:aa:ac,LAN_626,-63.8,153,5765,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
25:bd:37:1a:91:32,Free_Connection,-25.6,12,2467,Open,Free,2025-12-07 16:07:47,1
9e:10:cd:ec:c7:4b,Public_WiFi,-9.1,3,2422,WEP,Anonymous,2025-12-07 16:07:47,1
89:d3:60:23:5d:45,Corporate_433,-56.2,153,5765,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
56:96:ed:ff:19:ee,Guest_578,-69.4,1,2412,WPA2,Amazon,2025-12-07 16:07:47,0
36:d6:f2:11:8e:df,Main_376,-52.1,1,2412,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
fe:35:bf:63:b3:d1,Family_974,-38.0,153,5765,WPA,Samsung,2025-12-07 16:07:47,0
27:ab:83:4c:b6:87,Unlimited_WiFi,-30.8,12,2467,WEP,Anonymous,2025-12-07 16:07:47,1
f3:ab:4b:28:76:b6,LAN_752,-49.0,157,5785,WPA2/WPA3,Google,2025-12-07 16:07:47,0
d6:b6:18:94:95:27,Work_366,-48.4,1,2412,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
7f:5b:d4:36:b7:ea,Access_545,-40.9,36,5180,WPA3,Samsung,2025-12-07 16:07:47,0
53:a7:8f:02:1d:2d,Family_217,-42.6,40,5200,WPA,Cisco,2025-12-07 16:07:47,0
37:09:9a:76:e6:d4,Work_300,-34.8,40,5200,WPA,Belkin,2025-12-07 16:07:47,0
6e:98:6e:0f:cf:ac,Main_573,-46.8,36,5180,WPA3,Cisco,2025-12-07 16:07:47,0
3d:97:1f:63:90:7f,Server_620,-51.7,36,5180,WPA3,Amazon,2025-12-07 16:07:47,0
0f:23:5e:96:b5:ee,Staff_805,-68.2,36,5180,WPA2,ASUS,2025-12-07 16:07:47,0
9c:2b:98:ec:5d:c0,Family_257,-38.9,48,5240,WPA3,Zyxel,2025-12-07 16:07:47,0
75:9c:2c:9c:d0:a0,WLAN_515,-68.2,40,5200,WPA,Samsung,2025-12-07 16:07:47,0
61:2f:e6:b8:d4:0e,Secure_Network_742,-75.0,161,5805,WPA,Motorola,2025-12-07 16:07:47,0
2b:82:fa:9b:e9:a8,Corporate_901,-42.9,40,5200,WPA2,Linksys,2025-12-07 16:07:47,0
ff:a1:7c:12:0c:24,Private_50,-49.3,165,5825,WPA,Microsoft,2025-12-07 16:07:47,0
bd:d3:3d:f5:54:9e,Guest_955,-48.3,44,5220,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
cb:2c:fd:54:11:65,MainOffice_991,-50.7,165,5825,WPA2,Belkin,2025-12-07 16:07:47,0
cd:90:cc:9f:3c:de,Network_852,-38.4,153,5765,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
08:2a:e4:4d:a6:3b,Guest_Access,-16.4,9,2452,,Suspicious,2025-12-07 16:07:47,1
de:63:c7:37:99:b9,Network_507,-51.4,11,2462,WPA3,Amazon,2025-12-07 16:07:47,0
ac:2c:ad:db:9e:9f,Public_Net,-28.8,14,2477,Open,Generic,2025-12-07 16:07:47,1
cd:e2:0f:d0:c8:69,Server_269,-49.7,48,5240,WPA2,Apple,2025-12-07 16:07:47,0
52:bf:a9:d3:6e:7f,Server_859,-54.2,48,5240,WPA3,Zyxel,2025-12-07 16:07:47,0
db:70:fb:88:96:f5,Free_Access,-15.3,9,2452,,Test,2025-12-07 16:07:47,1
e2:81:85:ef:d9:ae,WiFi_Free,-22.7,2,2417,WEP,Generic,2025-12-07 16:07:47,1
7f:d8:45:1d:3d:71,LAN_413,-40.1,153,5765,WPA2,Cisco,2025-12-07 16:07:47,0
a7:d9:25:d4:24:eb,Secure_Network_683,-28.0,6,2437,WPA2,Linksys,2025-12-07 16:07:47,0
f7:8c:af:d8:cd:bf,LAN_973,-42.3,11,2462,WPA2,Aruba,2025-12-07 16:07:47,0
c8:6a:3d:7b:05:65,Guest_WiFi,-4.1,5,2432,Open,Open,2025-12-07 16:07:47,1
e7:ba:7a:f0:93:0c,Main_667,-49.1,11,2462,WPA2/WPA3,Qualcomm,2025-12-07 16:07:47,0
22:56:fa:e1:70:97,Free_Net,-37.2,12,2467,Open,Guest,2025-12-07 16:07:47,1
e7:99:d3:1a:66:6f,Family_403,-43.9,149,5745,WPA2,Apple,2025-12-07 16:07:47,0
27:9f:20:9d:f7:1a,WLAN_46,-41.8,44,5220,WPA3,ASUS,2025-12-07 16:07:47,0
3c:e2:c8:51:07:1e,Main_178,-29.4,1,2412,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
6b:a3:65:26:d9:1f,Server_310,-53.5,40,5200,WPA3,Netgear,2025-12-07 16:07:47,0
44:bc:ce:af:bf:08,Family_561,-50.6,165,5825,WPA2,Ruckus,2025-12-07 16:07:47,0
85:75:87:b3:c1:b3,Router_351,-72.9,149,5745,WPA2,Ruckus,2025-12-07 16:07:47,0
5b:a5:3b:b4:f5:d5,Router_704,-44.0,161,5805,WPA3,Qualcomm,2025-12-07 16:07:47,0
d7:f3:ef:a4:45:99,Access_983,-52.2,40,5200,WPA,Samsung,2025-12-07 16:07:47,0
be:1e:3c:bc:a8:0b,Access_812,-35.2,44,5220,WPA3,Intel,2025-12-07 16:07:47,0
ab:bd:78:84:03:b1,Corporate_606,-57.9,11,2462,WPA2,Qualcomm,2025-12-07 16:07:47,0
f3:1a:d0:0f:86:c9,Family_619,-60.4,36,5180,WPA,Samsung,2025-12-07 16:07:47,0
9f:7f:13:1b:31:f2,MainOffice_365,-46.4,44,5220,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
3a:e4:cd:1b:f5:ab,Admin_128,-60.2,36,5180,WPA2,Linksys,2025-12-07 16:07:47,0
b6:ec:ec:db:58:d3,Private_859,-52.8,149,5745,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
e2:e1:e9:e0:bf:ef,Server_801,-34.1,149,5745,WPA2,Amazon,2025-12-07 16:07:47,0
6a:9c:7d:3b:a2:be,Admin_254,-60.3,149,5745,WPA,Xiaomi,2025-12-07 16:07:47,0
ef:e2:fe:d3:89:2d,Secure_Network_929,-64.7,44,5220,WPA2,Motorola,2025-12-07 16:07:47,0
bd:9b:95:a1:e7:ef,Router_575,-61.9,6,2437,WPA3,Samsung,2025-12-07 16:07:47,0
1c:a6:e6:0a:63:84,Admin_400,-46.9,36,5180,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
b6:9f:aa:65:28:ee,MainOffice_722,-49.4,161,5805,WPA,Amazon,2025-12-07 16:07:47,0
ee:4d:de:a5:fd:c2,Network_139,-60.0,44,5220,WPA,Xiaomi,2025-12-07 16:07:47,0
5c:68:91:6a:bc:de,Staff_394,-46.1,161,5805,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
0b:d6:32:c0:ab:70,WLAN_121,-68.4,165,5825,WPA,Microsoft,2025-12-07 16:07:47,0
ec:1c:99:37:2e:68,LAN_399,-46.1,1,2412,WPA,Samsung,2025-12-07 16:07:47,0
b6:d3:23:2f:f3:ce,WLAN_302,-72.4,157,5785,WPA,Ruckus,2025-12-07 16:07:47,0
2f:c8:53:3a:94:15,Router_956,-63.3,1,2412,WPA3,Meraki,2025-12-07 16:07:47,0
7c:46:16:1e:41:9f,Main_364,-18.4,149,5745,WPA,Cisco,2025-12-07 16:07:47,0
ad:7c:e8:14:03:ff,Guest_WiFi,0.0,3,2422,Open,Open,2025-12-07 16:07:47,1
02:9f:60:66:30:ea,Work_427,-74.0,11,2462,WPA,Linksys,2025-12-07 16:07:47,0
68:55:39:c2:06:0c,MainOffice_290,-49.4,161,5805,WPA2,Cisco,2025-12-07 16:07:47,0
47:b5:de:02:b7:65,Guest_112,-59.6,161,5805,WPA,Cisco,2025-12-07 16:07:47,0
c5:02:96:59:7e:e9,Server_624,-41.1,40,5200,WPA,Zyxel,2025-12-07 16:07:47,0
4c:70:71:9d:a9:30,MainOffice_189,-43.9,1,2412,WPA3,Intel,2025-12-07 16:07:47,0
8e:25:01:f9:3d:3b,Admin_856,-55.7,149,5745,WPA2,Intel,2025-12-07 16:07:47,0
85:d3:36:5d:87:19,Staff_852,-46.5,161,5805,WPA,Ubiquiti,2025-12-07 16:07:47,0
c9:61:24:7d:ec:78,LAN_164,-62.5,165,5825,WPA3,Motorola,2025-12-07 16:07:47,0
6f:5f:0e:a6:5d:58,Company_704,-59.6,36,5180,WPA,Qualcomm,2025-12-07 16:07:47,0
92:6b:a4:e4:a4:4b,Free_WiFi,-23.5,3,2422,,Free,2025-12-07 16:07:47,1
bb:86:96:2a:16:87,Public_Network,-31.4,4,2427,,Guest,2025-12-07 16:07:47,1
fb:e5:08:2f:96:71,Server_501,-52.2,36,5180,WPA,Microsoft,2025-12-07 16:07:47,0
37:68:c2:15:f1:26,Guest_671,-47.7,11,2462,WPA3,Linksys,2025-12-07 16:07:47,0
cd:64:c2:b4:95:fc,Staff_219,-43.7,149,5745,WPA,D-Link,2025-12-07 16:07:47,0
3e:13:6a:0d:d3:75,Server_46,-57.7,1,2412,WPA2,Samsung,2025-12-07 16:07:47,0
ae:65:ba:17:36:2c,WLAN_978,-40.0,149,5745,WPA,Cisco,2025-12-07 16:07:47,0
39:be:4e:de:d5:ff,Work_97,-52.5,6,2437,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
5d:e2:94:64:00:05,Public_WiFi,-19.4,7,2442,WEP,Public,2025-12-07 16:07:47,1
af:37:54:7c:59:51,Office_WiFi_308,-43.9,165,5825,WPA2,TP-Link,2025-12-07 16:07:47,0
ab:5d:f4:3a:f8:65,Public_Network,-20.0,13,2472,,Unidentified,2025-12-07 16:07:47,1
b3:56:32:89:7f:bb,Internet_Access,-40.5,10,2457,,Demo,2025-12-07 16:07:47,1
aa:21:88:f9:c7:50,Work_705,-43.6,48,5240,WPA,Ruckus,2025-12-07 16:07:47,0
a9:b0:1e:3a:73:ac,Office_WiFi_69,-47.6,11,2462,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
9f:fd:43:4a:ac:35,Family_39,-67.2,48,5240,WPA3,D-Link,2025-12-07 16:07:47,0
e1:8c:cd:81:06:3a,Office_WiFi_139,-32.5,153,5765,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
48:28:7d:27:06:d5,Work_858,-47.0,1,2412,WPA3,Ruckus,2025-12-07 16:07:47,0
95:c4:83:74:0e:6c,WLAN_690,-42.9,11,2462,WPA3,D-Link,2025-12-07 16:07:47,0
a6:08:a4:f9:93:85,Staff_975,-36.2,153,5765,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
f3:b1:71:60:90:48,Secure_Network_812,-59.9,161,5805,WPA,Xiaomi,2025-12-07 16:07:47,0
42:5b:10:67:36:f8,Private_114,-47.4,153,5765,WPA2,Netgear,2025-12-07 16:07:47,0
e0:24:fe:83:24:dd,Corporate_316,-57.2,6,2437,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
49:27:c1:56:ce:6a,Access_520,-61.7,149,5745,WPA3,Ruckus,2025-12-07 16:07:47,0
3c:f1:52:d4:11:0f,Office_WiFi_584,-29.2,153,5765,WPA,TP-Link,2025-12-07 16:07:47,0
7c:04:f0:cc:ac:17,Network_97,-61.0,48,5240,WPA3,Netgear,2025-12-07 16:07:47,0
69:38:a8:42:0a:0a,Corporate_420,-39.8,157,5785,WPA3,Apple,2025-12-07 16:07:47,0
db:f7:f6:17:dd:db,Guest_372,-82.5,48,5240,WPA2,Samsung,2025-12-07 16:07:47,0
a8:fb:eb:ec:14:2e,Secure_Network_457,-37.0,48,5240,WPA3,Samsung,2025-12-07 16:07:47,0
10:a9:15:9f:18:0f,Connect_Here,-35.1,3,2422,Open,Unknown,2025-12-07 16:07:47,1
35:a1:a0:54:f6:91,Home_Network_761,-35.2,6,2437,WPA,Ruckus,2025-12-07 16:07:47,0
1c:ed:52:45:d7:f1,Work_466,-52.8,157,5785,WPA3,Google,2025-12-07 16:07:47,0
41:73:0b:f1:4b:8a,MainOffice_148,-52.2,44,5220,WPA3,D-Link,2025-12-07 16:07:47,0
9d:6e:78:be:c5:f0,Corporate_462,-47.3,44,5220,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
b6:ac:3d:30:71:d2,Access_936,-28.9,161,5805,WPA2/WPA3,Netgear,2025-12-07 16:07:47,0
21:a8:3f:74:e0:d4,Server_543,-45.7,1,2412,WPA2/WPA3,Netgear,2025-12-07 16:07:47,0
13:1d:bc:92:27:2e,Secure_Network_520,-48.8,40,5200,WPA,Huawei,2025-12-07 16:07:47,0
af:da:98:d8:f8:d1,Company_383,-41.5,1,2412,WPA,Samsung,2025-12-07 16:07:47,0
fc:7e:01:2e:50:51,Family_824,-48.1,161,5805,WPA3,Xiaomi,2025-12-07 16:07:47,0
47:26:57:c3:dd:15,Home_Network_536,-32.3,11,2462,WPA3,Ubiquiti,2025-12-07 16:07:47,0
64:6b:65:43:97:eb,Work_177,-56.6,36,5180,WPA2,Cisco,2025-12-07 16:07:47,0
a6:60:77:32:dd:8a,Staff_866,-39.8,40,5200,WPA,Motorola,2025-12-07 16:07:47,0
cd:05:90:2a:0c:18,LAN_76,-54.6,153,5765,WPA2,ASUS,2025-12-07 16:07:47,0
8a:41:08:a4:82:08,Internet_Access,-34.7,5,2432,,Anonymous,2025-12-07 16:07:47,1
da:c5:f1:9c:04:7f,Access_727,-47.4,36,5180,WPA2,Meraki,2025-12-07 16:07:47,0
1f:20:d9:57:55:68,Unsecured,-18.5,2,2417,WEP,Generic,2025-12-07 16:07:47,1
50:ff:2e:ad:1e:1e,Family_705,-62.4,44,5220,WPA2,Buffalo,2025-12-07 16:07:47,0
5e:43:e0:c7:0e:eb,Staff_503,-52.7,36,5180,WPA2,Amazon,2025-12-07 16:07:47,0
20:68:d3:fb:9a:a7,Server_724,-47.3,40,5200,WPA2,Aruba,2025-12-07 16:07:47,0
51:5a:77:99:3c:84,Family_500,-57.6,165,5825,WPA2,Amazon,2025-12-07 16:07:47,0
61:74:57:15:b4:d1,WLAN_512,-43.3,149,5745,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
62:b3:b2:95:af:29,Router_537,-52.8,149,5745,WPA3,Samsung,2025-12-07 16:07:47,0
78:42:05:b8:37:2e,Work_562,-62.1,157,5785,WPA2,ASUS,2025-12-07 16:07:47,0
4b:5c:59:4f:91:06,Work_360,-60.4,11,2462,WPA3,D-Link,2025-12-07 16:07:47,0
07:bc:63:dc:d6:67,MainOffice_409,-51.4,40,5200,WPA,Netgear,2025-12-07 16:07:47,0
49:15:6b:dc:8e:a0,Network_293,-70.9,48,5240,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
e6:67:7c:26:c8:80,Office_WiFi_490,-36.2,44,5220,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
fc:3a:28:eb:af:be,Secure_Network_806,-54.4,36,5180,WPA,Cisco,2025-12-07 16:07:47,0
67:c9:41:65:a6:75,Office_WiFi_308,-43.8,1,2412,WPA,Google,2025-12-07 16:07:47,0
2e:4d:46:71:e4:93,Family_564,-52.0,40,5200,WPA2,D-Link,2025-12-07 16:07:47,0
64:02:d4:f0:2a:6b,Admin_284,-11.7,36,5180,WPA2,Amazon,2025-12-07 16:07:47,0
0e:8c:55:cd:b7:5e,Corporate_146,-46.4,161,5805,WPA2/WPA3,Google,2025-12-07 16:07:47,0
42:e6:99:7b:7f:1b,Access_105,-39.6,1,2412,WPA3,Qualcomm,2025-12-07 16:07:47,0
b4:91:a4:1f:0e:17,LAN_401,-65.5,149,5745,WPA,Amazon,2025-12-07 16:07:47,0
4e:55:bd:10:2c:9c,Family_371,-55.7,40,5200,WPA3,Amazon,2025-12-07 16:07:47,0
26:83:a3:48:09:30,Staff_419,-68.0,1,2412,WPA2,Ubiquiti,2025-12-07 16:07:47,0
2b:a3:3a:0b:41:36,LAN_289,-52.1,6,2437,WPA,Intel,2025-12-07 16:07:47,0
d7:c9:9c:7a:bf:01,WiFi_Free,-18.2,3,2422,Open,Suspicious,2025-12-07 16:07:47,1
6a:f5:99:76:5b:dd,WLAN_773,-25.8,165,5825,WPA2,D-Link,2025-12-07 16:07:47,0
e6:cb:dd:53:ea:df,MainOffice_676,-55.7,157,5785,WPA2,Netgear,2025-12-07 16:07:47,0
c1:c2:4a:6b:49:a7,Main_807,-25.4,11,2462,WPA,Cisco,2025-12-07 16:07:47,0
a3:63:40:ca:0a:3e,Guest_773,-46.8,165,5825,WPA2,Intel,2025-12-07 16:07:47,0
ab:2f:78:9e:73:65,Work_813,-47.9,161,5805,WPA2,Zyxel,2025-12-07 16:07:47,0
9d:9c:42:35:16:d2,Staff_681,-44.6,40,5200,WPA3,Belkin,2025-12-07 16:07:47,0
c7:50:b5:bf:94:15,Office_WiFi_474,-51.0,48,5240,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
82:b0:57:be:e2:72,Company_60,-36.2,11,2462,WPA,Intel,2025-12-07 16:07:47,0
96:25:a4:1b:e8:d0,Admin_385,-35.3,1,2412,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
e6:5e:b3:ce:df:9c,Open_WiFi,-33.9,14,2477,WEP,Test,2025-12-07 16:07:47,1
9f:b9:47:e2:af:58,Family_120,-47.3,1,2412,WPA,Ruckus,2025-12-07 16:07:47,0
28:dc:5c:96:a4:34,Admin_947,-58.2,40,5200,WPA2,Meraki,2025-12-07 16:07:47,0
cd:5f:d7:43:a6:22,Company_984,-52.1,44,5220,WPA2,ASUS,2025-12-07 16:07:47,0
15:1f:6c:87:02:b1,Guest_620,-16.2,1,2412,WPA3,ASUS,2025-12-07 16:07:47,0
6d:33:22:50:05:da,Family_685,-42.8,1,2412,WPA3,Microsoft,2025-12-07 16:07:47,0
33:2a:33:ec:c6:30,Home_Network_749,-29.5,161,5805,WPA2,Buffalo,2025-12-07 16:07:47,0
04:68:64:99:02:24,Office_WiFi_447,-46.4,6,2437,WPA2,Motorola,2025-12-07 16:07:47,0
17:b9:c6:24:11:1e,Corporate_355,-47.7,44,5220,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
20:80:37:f0:58:d6,Staff_175,-43.9,153,5765,WPA2/WPA3,Buffalo,2025-12-07 16:07:47,0
25:64:f4:3b:e2:2a,Private_476,-70.3,153,5765,WPA2,Ubiquiti,2025-12-07 16:07:47,0
3d:26:39:f6:f7:54,Home_Network_230,-62.2,36,5180,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
0b:21:dd:6f:44:a3,Corporate_26,-56.1,48,5240,WPA,Zyxel,2025-12-07 16:07:47,0
00:a5:27:1a:46:e1,Family_94,-24.9,11,2462,WPA3,Xiaomi,2025-12-07 16:07:47,0
7d:0f:e1:3c:b4:8c,Access_871,-71.0,44,5220,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
17:62:f4:0c:6d:e7,Public_Connection,-23.4,12,2467,Open,Test,2025-12-07 16:07:47,1
94:8c:d7:6e:70:5e,Guest_988,-57.4,161,5805,WPA2,Buffalo,2025-12-07 16:07:47,0
cc:4c:b0:3e:e5:6b,Open_Access,0.0,12,2467,,Unidentified,2025-12-07 16:07:47,1
17:e7:cd:66:82:59,Unlimited_WiFi,-25.8,12,2467,WEP,Demo,2025-12-07 16:07:47,1
99:1e:6c:f4:ce:84,WLAN_637,-54.7,48,5240,WPA,TP-Link,2025-12-07 16:07:47,0
54:05:33:4a:8a:1e,Network_361,-49.3,36,5180,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
ac:a4:0c:1d:af:97,Office_WiFi_269,-59.0,11,2462,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
79:07:4c:e4:bd:06,Private_269,-63.5,153,5765,WPA2/WPA3,Meraki,2025-12-07 16:07:47,0
24:05:fd:01:ae:c9,Unsecured,-22.9,14,2477,Open,Open,2025-12-07 16:07:47,1
24:70:c5:59:cd:1d,Server_669,-53.2,44,5220,WPA3,TP-Link,2025-12-07 16:07:47,0
64:67:94:96:9a:e2,Company_871,-36.5,36,5180,WPA2,Qualcomm,2025-12-07 16:07:47,0
5a:06:be:18:4c:b2,Server_509,-55.0,165,5825,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
ea:3d:c7:05:9b:11,Main_834,-25.1,11,2462,WPA2,Zyxel,2025-12-07 16:07:47,0
db:7e:7e:a7:de:71,Staff_606,-47.0,149,5745,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
8d:ac:0f:10:05:0d,Network_756,-40.7,149,5745,WPA3,Intel,2025-12-07 16:07:47,0
51:4d:dc:f3:61:a7,Access_356,-57.6,36,5180,WPA2,Belkin,2025-12-07 16:07:47,0
bc:b3:38:52:52:ec,Guest_608,-38.6,165,5825,WPA2,Cisco,2025-12-07 16:07:47,0
2c:3d:76:77:f2:a6,Open_Network,-22.4,12,2467,,Generic,2025-12-07 16:07:47,1
17:e9:ea:56:54:49,Public_Network,-34.4,7,2442,Open,Generic,2025-12-07 16:07:47,1
a0:07:02:f7:83:2c,Guest_34,-45.6,6,2437,WPA,Google,2025-12-07 16:07:47,0
66:6a:a7:5f:03:de,Access_320,-58.7,1,2412,WPA2,Amazon,2025-12-07 16:07:47,0
8e:87:dc:ff:74:6a,Network_862,-85.9,48,5240,WPA2,Zyxel,2025-12-07 16:07:47,0
73:47:d0:22:97:70,Free_WiFi,-30.8,9,2452,WEP,Anonymous,2025-12-07 16:07:47,1
c6:1e:03:07:37:f2,Router_95,-46.1,153,5765,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
2f:39:51:2c:ef:61,Secure_Network_650,-44.7,165,5825,WPA2,Google,2025-12-07 16:07:47,0
a3:85:51:03:71:92,Family_134,-49.2,40,5200,WPA2,Ubiquiti,2025-12-07 16:07:47,0
b4:4a:bb:cb:35:84,Corporate_935,-63.2,36,5180,WPA,Apple,2025-12-07 16:07:47,0
b1:17:3f:9a:c0:e7,MainOffice_515,-50.4,149,5745,WPA,Amazon,2025-12-07 16:07:47,0
a7:90:65:2b:d4:bc,Family_895,-56.5,40,5200,WPA3,Intel,2025-12-07 16:07:47,0
8c:40:9b:2f:56:4e,Secure_Network_867,-38.4,40,5200,WPA3,Microsoft,2025-12-07 16:07:47,0
98:fd:24:4c:04:f7,LAN_529,-53.8,40,5200,WPA3,Belkin,2025-12-07 16:07:47,0
c1:da:a4:83:94:41,Unsecured,-18.6,4,2427,Open,Free,2025-12-07 16:07:47,1
5c:37:cb:dd:66:cd,Server_480,-27.4,149,5745,WPA2,Linksys,2025-12-07 16:07:47,0
5a:04:3f:ec:bd:62,Access_996,-65.4,157,5785,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
a2:d6:23:46:40:24,Corporate_972,-45.3,161,5805,WPA,Ruckus,2025-12-07 16:07:47,0
ff:a0:18:b6:5e:41,Open_Network,-12.4,3,2422,,Anonymous,2025-12-07 16:07:47,1
60:67:91:cd:06:f2,Open_Network,-28.9,5,2432,WEP,Unknown,2025-12-07 16:07:47,1
4c:8b:ee:cc:f5:bc,Admin_444,-54.7,44,5220,WPA3,Microsoft,2025-12-07 16:07:47,0
86:09:6a:76:c9:5a,Open_WiFi,-35.4,12,2467,,Unknown,2025-12-07 16:07:47,1
2d:ae:60:3b:bc:41,Private_266,-59.2,40,5200,WPA2,ASUS,2025-12-07 16:07:47,0
5b:21:63:2c:fc:c2,Open_Network,-22.1,14,2477,WEP,Generic,2025-12-07 16:07:47,1
76:a5:30:28:f4:9b,Main_266,-32.6,1,2412,WPA2,Google,2025-12-07 16:07:47,0
cc:8e:a5:70:f5:89,Staff_655,-40.5,153,5765,WPA2,Amazon,2025-12-07 16:07:47,0
66:28:f2:2d:bd:a8,Main_515,-39.3,165,5825,WPA2,Zyxel,2025-12-07 16:07:47,0
b7:b0:b4:7f:8d:e4,Home_Network_822,-29.9,165,5825,WPA,Motorola,2025-12-07 16:07:47,0
de:f2:bb:55:db:e8,Staff_136,-46.8,40,5200,WPA2,Intel,2025-12-07 16:07:47,0
6e:99:30:92:e3:f4,Family_203,-47.1,161,5805,WPA,TP-Link,2025-12-07 16:07:47,0
98:bb:8b:22:cb:8d,Home_Network_749,-75.2,6,2437,WPA,Ruckus,2025-12-07 16:07:47,0
de:9a:01:d6:fd:ba,Guest_24,-38.9,165,5825,WPA2,Samsung,2025-12-07 16:07:47,0
